 , , , 
'baseplate thesis ',https://mirror.xyz/samidefi.eth/UQ8_M77g4qx1CT0QH00GUTWViW41aSxX0V7MwetNb8I,['samidefi.eth'],no date found 
 , , , 
Titles,Links,Author,Date
Title Missing,https://polynya.mirror.xyz/gm6bUvvDF-sQAt7HuU6kRKCLIT9tAuaSCxHeNFdDVHk,['polynya.eth'],
Title Missing,https://polynya.mirror.xyz/BxU-dKVdgE_pnlfRiZg2267Lx631rqOrfCQuUQqq3GY,['polynya.eth'],no date found 
Title Missing,https://polynya.mirror.xyz/VuQe8Av69italXvklE0FAz6EFoZlk4siP9izF404czc,['polynya.eth'],no date found 
Title Missing,https://polynya.mirror.xyz/0hmnwXCiainU7HMYes73uH_kjQABRwk6b1WrqgQPAMg,['polynya.eth'],no date found 
Title Missing,https://polynya.mirror.xyz/xJUgtU5mArDwz0MXIyxM_wAYDKy5parhUfqb2Z24ErI,['polynya.eth'],no date found 
Title Missing,https://polynya.mirror.xyz/zYV0g6II0iREbcaph8362sRBC2_a2hm6NlKj1-yuh6Q,['polynya.eth'],no date found 
Title Missing,https://polynya.mirror.xyz/ARsT1Anpqrj88LRGRE5n5gNpb_CeG9Azy8mvDBv8deE,['polynya.eth'],no date found 
Title Missing,https://polynya.mirror.xyz/EL69tiTzl05WO8ZvQXR39odgq2GQ9FV1WGSiLA49kSk,['polynya.eth'],no date found 
Title Missing,https://polynya.mirror.xyz/eq4PNsg-ld4V2LDB7HlHuNm-ULFAtvmVH--utaxAAEs,['polynya.eth'],no date found 
